PMID,CONSORT_item,is_reported
12000000,3b,N
12000000,4a,Y
12000000,4b,Y
12000000,5,Y
12000000,6a,Y
12000000,6b,N
12000000,7a,Y
12000000,7b,N
12000000,8a,N
12000000,8b,N
12000000,9,N
12000000,10,N
12000000,11a,N
12000000,11b,N
12000000,12a,Y
12000000,12b,N
12000813,3a,N
12000813,3b,N
12000813,4a,Y
12000813,4b,N
12000813,5,Y
12000813,6a,Y
12000813,6b,N
12000813,7a,Y
12000813,7b,Y
12000813,8a,Y
12000813,8b,Y
12000813,9,Y
12000813,10,Y
12000813,11a,N
12000813,11b,N
12000813,12a,Y
12000813,12b,N
12000814,3a,N
12000814,3b,N
12000814,4a,Y
12000814,4b,Y
12000814,5,Y
12000814,6a,Y
12000814,6b,N
12000814,7a,N
12000814,7b,N
12000814,8a,N
12000814,8b,N
12000814,9,N
12000814,10,N
12000814,11a,N
12000814,11b,N
12000814,12a,Y
12000814,12b,Y
12000983,3a,N
12000983,3b,N
12000983,4a,Y
12000983,4b,N
12000983,5,Y
12000983,6a,Y
12000983,6b,N
12000983,7a,N
12000983,7b,N
12000983,8a,Y
12000983,8b,N
12000983,9,Y
12000983,10,N
12000983,11a,N
12000983,11b,N
12000983,12a,Y
12000983,12b,N
12001038,3a,Y
12001038,3b,N
12001038,4a,Y
12001038,4b,Y
12001038,5,Y
12001038,6a,Y
12001038,6b,N
12001038,7a,Y
12001038,7b,N
12001038,8a,Y
12001038,8b,Y
12001038,9,N
12001038,10,N
12001038,11a,Y
12001038,11b,N
12001038,12a,Y
12001038,12b,Y
12001042,3a,Y
12001042,3b,Y
12001042,4a,Y
12001042,4b,Y
12001042,5,Y
12001042,6a,Y
12001042,6b,N
12001042,7a,Y
12001042,7b,Y
12001042,8a,Y
12001042,8b,Y
12001042,9,N
12001042,10,N
12001042,11a,N
12001042,11b,N
12001042,12a,Y
12001042,12b,N
12001058,3a,Y
12001058,3b,N
12001058,4a,Y
12001058,4b,Y
12001058,5,Y
12001058,6a,Y
12001058,6b,N
12001058,7a,N
12001058,7b,Y
12001058,8a,Y
12001058,8b,Y
12001058,9,N
12001058,10,N
12001058,11a,N
12001058,11b,N
12001058,12a,Y
12001058,12b,Y
12002352,3a,Y
12002352,3b,N
12002352,4a,Y
12002352,4b,Y
12002352,5,Y
12002352,6a,Y
12002352,6b,N
12002352,7a,N
12002352,7b,N
12002352,8a,N
12002352,8b,N
12002352,9,N
12002352,10,N
12002352,11a,N
12002352,11b,N
12002352,12a,Y
12002352,12b,N
12002519,3a,N
12002519,3b,N
12002519,4a,Y
12002519,4b,N
12002519,5,Y
12002519,6a,Y
12002519,6b,N
12002519,7a,N
12002519,7b,N
12002519,8a,N
12002519,8b,N
12002519,9,N
12002519,10,N
12002519,11a,Y
12002519,11b,N
12002519,12a,Y
12002519,12b,N
12002664,3a,Y
12002664,3b,N
12002664,4a,Y
12002664,4b,N
12002664,5,Y
12002664,6a,Y
12002664,6b,N
12002664,7a,Y
12002664,7b,N
12002664,8a,N
12002664,8b,N
12002664,9,N
12002664,10,N
12002664,11a,N
12002664,11b,N
12002664,12a,Y
12002664,12b,N
12002672,3a,Y
12002672,3b,N
12002672,4a,Y
12002672,4b,N
12002672,5,Y
12002672,6a,Y
12002672,6b,N
12002672,7a,N
12002672,7b,N
12002672,8a,Y
12002672,8b,N
12002672,9,N
12002672,10,N
12002672,11a,N
12002672,11b,N
12002672,12a,Y
12002672,12b,N
12002756,3a,N
12002756,3b,N
12002756,4a,Y
12002756,4b,Y
12002756,5,Y
12002756,6a,Y
12002756,6b,N
12002756,7a,N
12002756,7b,N
12002756,8a,N
12002756,8b,N
12002756,9,N
12002756,10,N
12002756,11a,N
12002756,11b,N
12002756,12a,Y
12002756,12b,Y
12002878,3a,N
12002878,3b,N
12002878,4a,Y
12002878,4b,N
12002878,5,Y
12002878,6a,Y
12002878,6b,N
12002878,7a,N
12002878,7b,N
12002878,8a,N
12002878,8b,N
12002878,9,N
12002878,10,N
12002878,11a,N
12002878,11b,N
12002878,12a,Y
12002878,12b,N
12003381,3a,N
12003381,3b,N
12003381,4a,Y
12003381,4b,N
12003381,5,Y
12003381,6a,Y
12003381,6b,N
12003381,7a,N
12003381,7b,N
12003381,8a,Y
12003381,8b,N
12003381,9,N
12003381,10,N
12003381,11a,N
12003381,11b,N
12003381,12a,Y
12003381,12b,N
12003435,3a,N
12003435,3b,N
12003435,4a,Y
12003435,4b,N
12003435,5,Y
12003435,6a,Y
12003435,6b,N
12003435,7a,N
12003435,7b,N
12003435,8a,N
12003435,8b,N
12003435,9,Y
12003435,10,N
12003435,11a,N
12003435,11b,N
12003435,12a,Y
12003435,12b,N
12003439,3a,Y
12003439,3b,N
12003439,4a,Y
12003439,4b,N
12003439,5,Y
12003439,6a,Y
12003439,6b,N
12003439,7a,N
