PMID,CONSORT_item,is_reported
14982,3a,Y
14982,3b,N
14982,4a,Y
14982,4b,N
14982,5,Y
14982,6a,Y
14982,6b,N
14982,7a,N
14982,7b,N
14982,8a,N
14982,8b,N
14982,9,Y
14982,10,N
14982,11a,Y
14982,11b,Y
14982,12a,N
14982,12b,N
141020,3a,Y
141020,3b,N
141020,4a,N
141020,4b,Y
141020,5,Y
141020,6a,Y
141020,6b,N
141020,7a,N
141020,7b,N
141020,8a,N
141020,8b,N
141020,9,N
141020,10,N
141020,11a,N
141020,11b,N
141020,12a,Y
141020,12b,N
141471,3a,N
141471,3b,N
141471,4a,Y
141471,4b,Y
141471,5,Y
141471,6a,Y
141471,6b,N
141471,7a,N
141471,7b,N
141471,8a,N
141471,8b,N
141471,9,N
141471,10,N
141471,11a,N
141471,11b,N
141471,12a,Y
141471,12b,N
142502,3a,N
142502,3b,N
142502,4a,N
142502,4b,N
142502,5,Y
142502,6a,Y
142502,6b,N
142502,7a,N
142502,7b,N
142502,8a,N
142502,8b,N
142502,9,N
142502,10,N
142502,11a,N
142502,11b,N
142502,12a,N
142502,12b,N
147633,3a,N
147633,3b,N
147633,4a,Y
147633,4b,N
147633,5,N
147633,6a,Y
147633,6b,N
147633,7a,N
147633,7b,N
147633,8a,N
147633,8b,N
147633,9,N
147633,10,N
147633,11a,N
147633,11b,N
147633,12a,Y
147633,12b,N
1401644,3a,N
1401644,3b,N
1401644,4a,N
1401644,4b,N
1401644,5,N
1401644,6a,Y
1401644,6b,N
1401644,7a,N
1401644,7b,N
1401644,8a,N
1401644,8b,N
1401644,9,N
1401644,10,N
1401644,11a,N
1401644,11b,N
1401644,12a,N
1401644,12b,N
1401997,3a,N
1401997,3b,N
1401997,4a,Y
1401997,4b,N
1401997,5,Y
1401997,6a,Y
1401997,6b,N
1401997,7a,N
1401997,7b,N
1401997,8a,N
1401997,8b,N
1401997,9,N
1401997,10,N
1401997,11a,Y
1401997,11b,N
1401997,12a,Y
1401997,12b,N
1402941,3a,N
1402941,3b,N
1402941,4a,N
1402941,4b,N
1402941,5,Y
1402941,6a,Y
1402941,6b,N
1402941,7a,N
1402941,7b,N
1402941,8a,N
1402941,8b,N
1402941,9,Y
1402941,10,N
1402941,11a,N
1402941,11b,N
1402941,12a,Y
1402941,12b,N
1403033,3a,N
1403033,3b,N
1403033,4a,N
1403033,4b,N
1403033,5,Y
1403033,6a,Y
1403033,6b,N
1403033,7a,N
1403033,7b,N
1403033,8a,N
1403033,8b,Y
1403033,9,N
1403033,10,N
1403033,11a,N
1403033,11b,N
1403033,12a,N
1403033,12b,N
