PMID,CONSORT_item,is_reported
111890,3a,N
111890,3b,N
111890,4a,N
111890,4b,N
111890,5,Y
111890,6a,Y
111890,6b,N
111890,7a,N
111890,7b,N
111890,8a,N
111890,8b,N
111890,9,N
111890,10,N
111890,11a,N
111890,11b,N
111890,12a,Y
111890,12b,N
112068,3a,N
112068,3b,N
112068,4a,N
112068,4b,N
112068,5,Y
112068,6a,Y
112068,6b,N
112068,7a,N
112068,7b,N
112068,8a,N
112068,8b,N
112068,9,Y
112068,10,N
112068,11a,N
112068,11b,N
112068,12a,N
112068,12b,N
117442,3a,N
117442,3b,N
117442,4a,N
117442,4b,N
117442,5,Y
117442,6a,Y
117442,6b,N
117442,7a,N
117442,7b,N
117442,8a,N
117442,8b,N
117442,9,N
117442,10,N
117442,11a,N
117442,11b,N
117442,12a,N
117442,12b,N
1103916,3a,Y
1103916,3b,N
1103916,4a,N
1103916,4b,N
1103916,5,Y
1103916,6a,Y
1103916,6b,N
1103916,7a,N
1103916,7b,N
1103916,8a,N
1103916,8b,N
1103916,9,N
1103916,10,N
1103916,11a,N
1103916,11b,N
1103916,12a,N
1103916,12b,N
1104411,3a,N
1104411,3b,N
1104411,4a,Y
1104411,4b,N
1104411,5,Y
1104411,6a,Y
1104411,6b,N
1104411,7a,N
1104411,7b,N
1104411,8a,Y
1104411,8b,N
1104411,9,N
1104411,10,Y
1104411,11a,Y
1104411,11b,N
1104411,12a,Y
1104411,12b,N
1108695,3a,N
1108695,3b,N
1108695,4a,N
1108695,4b,N
1108695,5,N
1108695,6a,N
1108695,6b,N
1108695,7a,N
1108695,7b,N
1108695,8a,N
1108695,8b,N
1108695,9,N
1108695,10,N
1108695,11a,N
1108695,11b,N
1108695,12a,N
1108695,12b,N
1119679,3a,N
1119679,3b,N
1119679,4a,N
1119679,4b,Y
1119679,5,Y
1119679,6a,Y
1119679,6b,N
1119679,7a,N
1119679,7b,N
1119679,8a,Y
1119679,8b,N
1119679,9,N
1119679,10,N
1119679,11a,N
1119679,11b,N
1119679,12a,N
1119679,12b,N
1125119,3a,N
1125119,3b,N
1125119,4a,Y
1125119,4b,N
1125119,5,Y
1125119,6a,Y
1125119,6b,N
1125119,7a,N
1125119,7b,N
1125119,8a,N
1125119,8b,N
1125119,9,N
1125119,10,N
1125119,11a,N
1125119,11b,N
1125119,12a,Y
1125119,12b,N
1159434,3a,N
1159434,3b,N
1159434,4a,Y
1159434,4b,N
1159434,5,Y
1159434,6a,Y
1159434,6b,N
1159434,7a,N
1159434,7b,N
1159434,8a,N
1159434,8b,N
1159434,9,N
1159434,10,N
1159434,11a,N
1159434,11b,N
1159434,12a,N
1159434,12b,N
1178359,3a,N
1178359,3b,N
1178359,4a,N
1178359,4b,N
1178359,5,Y
1178359,6a,Y
1178359,6b,N
1178359,7a,N
1178359,7b,N
1178359,8a,N
1178359,8b,N
1178359,9,N
1178359,10,N
1178359,11a,N
1178359,11b,N
1178359,12a,N
1178359,12b,N
11000645,3a,N
11000645,3b,N
11000645,4a,Y
11000645,4b,Y
11000645,5,Y
11000645,6a,Y
11000645,6b,N
11000645,7a,N
11000645,7b,N
11000645,8a,Y
11000645,8b,Y
11000645,9,Y
11000645,10,Y
11000645,11a,Y
11000645,11b,Y
11000645,12a,Y
11000645,12b,Y
11001085,3a,Y
11001085,3b,N
11001085,4a,Y
11001085,4b,N
11001085,5,Y
11001085,6a,Y
11001085,6b,N
11001085,7a,N
11001085,7b,N
11001085,8a,N
11001085,8b,N
11001085,9,N
11001085,10,N
11001085,11a,N
11001085,11b,Y
11001085,12a,Y
11001085,12b,N
11001674,3a,N
11001674,3b,N
11001674,4a,Y
11001674,4b,N
11001674,5,Y
11001674,6a,Y
