PMID,CONSORT_item,is_reported
21610,3a,N
21610,3b,N
21610,4a,Y
21610,4b,N
21610,5,Y
21610,6a,Y
21610,6b,N
21610,7a,N
21610,7b,N
21610,8a,N
21610,8b,N
21610,9,N
21610,10,N
21610,11a,N
21610,11b,N
21610,12a,N
21610,12b,N
218154,3a,N
218154,3b,N
218154,4a,Y
218154,4b,N
218154,5,Y
218154,6a,Y
218154,6b,N
218154,7a,N
218154,7b,N
218154,8a,Y
218154,8b,N
218154,9,Y
218154,10,N
218154,11a,Y
218154,11b,Y
218154,12a,Y
218154,12b,N
2100642,3a,N
2100642,3b,N
2100642,4a,Y
2100642,4b,N
2100642,5,Y
2100642,6a,Y
2100642,6b,N
2100642,7a,N
2100642,7b,N
2100642,8a,N
2100642,8b,N
2100642,9,N
2100642,10,N
2100642,11a,N
2100642,11b,N
2100642,12a,Y
2100642,12b,N
2104790,3a,Y
2104790,3b,N
2104790,4a,N
2104790,4b,N
2104790,5,Y
2104790,6a,Y
2104790,6b,N
2104790,7a,N
2104790,7b,N
2104790,8a,N
2104790,8b,N
2104790,9,N
2104790,10,N
2104790,11a,N
2104790,11b,Y
2104790,12a,N
2104790,12b,N
2104972,3a,N
2104972,3b,N
2104972,4a,Y
2104972,4b,N
2104972,5,Y
2104972,6a,Y
2104972,6b,N
2104972,7a,N
2104972,7b,N
2104972,8a,N
2104972,8b,N
2104972,9,N
2104972,10,N
2104972,11a,N
2104972,11b,N
2104972,12a,Y
2104972,12b,N
2105538,3a,N
2105538,3b,N
2105538,4a,N
2105538,4b,N
2105538,5,N
2105538,6a,Y
2105538,6b,N
2105538,7a,N
2105538,7b,N
2105538,8a,N
2105538,8b,N
2105538,9,N
2105538,10,N
2105538,11a,N
2105538,11b,N
2105538,12a,Y
2105538,12b,N
2105670,3a,Y
2105670,3b,N
2105670,4a,N
2105670,4b,N
2105670,5,Y
2105670,6a,Y
2105670,6b,N
2105670,7a,N
2105670,7b,N
2105670,8a,Y
2105670,8b,N
2105670,9,N
2105670,10,N
2105670,11a,N
2105670,11b,Y
2105670,12a,Y
2105670,12b,N
2105872,3a,Y
2105872,3b,N
2105872,4a,Y
2105872,4b,N
2105872,5,Y
2105872,6a,Y
2105872,6b,N
2105872,7a,N
2105872,7b,N
2105872,8a,Y
2105872,8b,N
2105872,9,N
2105872,10,N
